12091144000180010120253101202501022025FUNDO DE PREVIDENCIA SOCIAL RPPS                                                
2018300000000000000DESPESAS CORRENTES                                                                                            S01
2022334093990000000OUTRAS INDENIZACOES E RESTITUICOES                                                                            S06
2022334093990100000RESTITUICAO DE TRANSFERENCIAS E CONVENIOS RECEBIDOS DOS MUNICIPIOS                                            A07
2022334200000000000EXECUO ORAMENTRIA DELEGADA A MUNICPIOS                                                                        S04
2022334239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2022335000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2022335018000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2022335020000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             A05
2022335030000000000MATERIAL DE CONSUMO                                                                                           A05
2022335031000000000PREMIAES CULTURAIS ARTSTICAS CIENTFICAS DESPORTIVAS E OUTRAS                                                  A05
2022335033000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              A05
2022335035000000000SERVIOS DE CONSULTORIA                                                                                        A05
2022335036000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    A05
2022335039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2022335039510000000SERVIOS MDICO-HOSPITALAR PRESTADOS EM UNIDADES HOSPITALARES                                                   A06
2022335039520000000SERVIOS MDICO-HOSPITALAR PRESTADOS EM UNIDADES AMBULATORIAIS                                                  A06
2022335039530000000SERVIOS MDICO-HOSPITALAR PRESTADOS NA ATENO BSICA                                                             A06
2022335039540000000SERVIOS ODONTOLGICOS                                                                                          A06
2022335039550000000SERVIOS LABORATORIAIS                                                                                         A06
2022335039560000000OUTROS SERVIOS DE ASSISTNCIA A SADE                                                                           A06
2022335039990000000DEMAIS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A06
2022335041000000000CONTRIBUIES                                                                                                   S05
2022335041010000000INSTITUICOES DE CARATER ASSISTENCIAL  CULTURAL E EDUCACIONAL                                                  S06
2022335041010100000PROGRAMA DINHEIRO DIRETO NAS ESCOLAS - PDDE                                                                   A07
2022335041030000000INSTITUICOES DE PESQUISA  E DESENVOLVIMENTO TECNOLOGICO                                                       A06
2022335041080000000ENTIDADES REPRESENTATIVAS DE CLASSE                                                                           A06
2022335041990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2022335043000000000SUBVENES SOCIAIS                                                                                              S05
2022335043050000000INSTITUIO DE CARTER ASSISTENCIAL EM SADE                                                                      A06
2022335043060000000INSTITUIO DE CARTER DE ASSISTNCIA SOCIAL                                                                      A06
2022335043070000000INSTITUIO DE CARTER CULTURAL                                                                                  A06
2022335043080000000INSTITUIO DE CARTER EDUCACIONAL                                                                               A06
2022335043990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2022335047000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS                                                                           A05
2022335085000000000CONTRATO DE GESTO                                                                                             A05
2022335092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2022335092990000000OUTRAS DESPESAS DE EXERCICIOS ANTERIORES                                                                      A06
2022335093000000000INDENIZAES E RESTITUIES                                                                                       S05
2022335093020000000RESTITUICOES                                                                                                  S06
2022335093020100000RESTITUIES A ENTIDADES PRIVADAS SEM FINS LUCRATIVOS                                                           A07
2022336000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS COM FINS LUCRATIVOS                                                       S03
2022336045000000000SUBVENES ECONMICAS                                                                                            A05
2022337000000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS                                                                S03
2022337041000000000CONTRIBUIES                                                                                                   S05
2022337041990000000OUTRAS CONTRIBUICOES                                                                                          S06
2022337100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO                                                 S04
2022337170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     S05
2022337170010000000COFRON                                                                                                        A06
2022337170020000000CISMISSOES                                                                                                    A06
2022337170030000000CIGRES                                                                                                        A06
2022337170040000000CISA                                                                                                          A06
2022337200000000000EXECUO ORAMENTRIA DELEGADA A CONSRCIOS PBLICOS                                                                S04
2022337239000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2022337300000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO  CONTA DE RECURSOS DE QUE TRATAM OS  1 E 2 DO ARS04
2022337400000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO  CONTA DE RECURSOS DE QUE TRATA O ART 25 DA LEI S04
2022337500000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS  CONTA DE RECURSOS DE QUE TRATAM OS  1 E 2 DO ART 24 DA LEI COMS04
2022337541000000000CONTRIBUIES                                                                                                   A05
2022337600000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS  CONTA DE RECURSOS DE QUE TRATA O ART 25 DA LEI COMPLEMENTAR N S04
2022337641000000000CONTRIBUIES                                                                                                   A05
2022339000000000000APLICAES DIRETAS                                                                                              S03
2022339004000000000CONTRATAO POR TEMPO DETERMINADO                                                                               S05
2022339008000000000OUTROS BENEFCIOS ASSISTENCIAIS DO SERVIDOR E DO MILITAR                                                       S05
2022339008010000000AUXILIO-FUNERAL                                                                                               S06
2022339008010100000AUXILIO-FUNERAL - PESSOAL ATIVO                                                                               A07
2022339008010200000AUXILIO-FUNERAL - PESSOAL INATIVO                                                                             A07
2022339008010300000AUXILIO-FUNERAL - PENSIONISTAS                                                                                A07
2022339008050000000AUXILIO NATALIDADE                                                                                            S06
2022339008050100000AUXILIO NATALIDADE - PESSOAL ATIVO                                                                            A07
2022339008050200000AUXILIO NATALIDADE - PESSOAL INATIVO                                                                          A07
2022339008090000000AUXLIO-CRECHE OU ASSISTNCIA PR-ESCOLAR                                                                        A06
2022339008110000000AUXLIO-SADE                                                                                                   S06
2022339008110100000AUXLIO-SADE - PESSOAL ATIVO                                                                                   A07
2022339008110200000AUXLIO-SADE - PESSOAL INATIVO                                                                                 A07
2022339008110300000AUXLIO-SADE - PENSIONISTAS                                                                                    A07
2022339008140000000AUXLIO DEFICIENTE                                                                                             A06
2022339008150000000AUXLIO ESCOLA                                                                                                 A06
2022339008460000000AUXLIO ODONTOLGICO                                                                                            A06
2022339008470000000AUXLIO OFTALMOLGICO                                                                                           A06
2022339008480000000AUXLIO MEDICAMENTO                                                                                            A06
2022339008530000000AUXILIO-RECLUSO                                                                                               S06
2022339008530100000AUXLIO-RECLUSO - PESSOAL ATIVO                                                                                A07
2022339008530200000AUXLIO-RECLUSO - PESSOAL INATIVO                                                                              A07
2022339008560000000SALARIO-FAMILIA                                                                                               S06
2022339008560100000SALARIO FAMLIA - PESSOAL ATIVO                                                                                A07
2022339008560200000SALARIO FAMLIA - PESSOAL INATIVO                                                                              A07
2022339008990000000OUTROS BENEFICIOS ASSISTENCIAIS                                                                               S06
2022339014000000000DIRIAS -  CIVIL                                                                                               S05
2022339014140000000DIARIAS NO PAIS                                                                                               A06
2022339014160000000DIARIAS NO EXTERIOR                                                                                           A06
2022339014990000000OUTRAS DIARIAS                                                                                                A06
2022339018000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                S05
2022339018010000000BOLSAS DE ESTUDO NO PAIS                                                                                      A06
2022339018020000000BOLSAS DE ESTUDO NO EXTERIOR                                                                                  A06
2022339018030000000BOLSA ESCOLA - BENEFICIO                                                                                      A06
2022339018990000000OUTROS AUXILIOS FINANCEIROS A ESTUDANTES                                                                      A06
2022339020000000000AUXLIO FINANCEIRO A PESQUISADORES                                                                             S05
2022339020010000000AUXILIO A PESQUISADORES                                                                                       A06
2022339030000000000MATERIAL DE CONSUMO                                                                                           S05
2022339030010000000COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS                                                                      A06
2022339030020000000COMBUSTIVEIS E LUBRIFICANTES DE AVIACAO                                                                       A06
2022339030030000000COMBUSTIVEIS E LUBRIFICANTES  PARA  OUTRAS FINALIDADES                                                        A06
2022339030040000000GAS E OUTROS MATERIAIS ENGARRAFADOS                                                                           A06
2022339030050000000EXPLOSIVOS E MUNICOES                                                                                         A06
2022339030060000000ALIMENTOS PARA ANIMAIS                                                                                        A06
2022339030070000000GENEROS DE ALIMENTACAO                                                                                        S06
2022339030070100000MERENDA ESCOLAR                                                                                               S07
2022339030070100100MERENDA ESCOLAR ADQUIRIDA DA AGRICULTURA FAMILIAR                                                             A08
2022339030070100200MERENDA ESCOLAR ADQUIRIDAS DE OUTRAS FONTES                                                                   A08
2022339030079900000OUTROS GENEROS DE ALIMENTACAO                                                                                 A07
2022339030080000000ANIMAIS PARA PESQUISA E ABATE                                                                                 A06
2022339030090000000MATERIAL FARMACOLOGICO                                                                                        S06
2022339030090100000MEDICAMENTOS USADOS EM UNIDADES DE SADE                                                                       A07
2022339030090200000MEDICAMENTOS DISTRIBUIDOS PARA USO DOMICILIAR                                                                 A07
2022339030100000000MATERIAL ODONTOLOGICO                                                                                         A06
2022339030110000000MATERIAL QUIMICO                                                                                              A06
2022339030120000000MATERIAL DE COUDELARIA OU DE USO ZOOTECNICO                                                                   A06
2022339030130000000MATERIAL DE CACA E PESCA                                                                                      A06
2022339030140000000MATERIAL EDUCATIVO E ESPORTIVO                                                                                A06
2022339030150000000MATERIAL PARA  FESTIVIDADES E HOMENAGENS                                                                      A06
2022339030160000000MATERIAL DE EXPEDIENTE                                                                                        A06
2022339030170000000MATERIAL DE TIC CONSUMO                                                                                       A06
2022339030180000000MATERIAIS E MEDICAMENTOS PARA  USO VETERINARIO                                                                A06
2022339030190000000MATERIAL DE ACONDICIONAMENTO E EMBALAGEM                                                                      A06
2022339030200000000MATERIAL DE CAMA MESA E BANHO                                                                                 A06
2022339030210000000MATERIAL DE COPA E COZINHA                                                                                    A06
2022339030220000000MATERIAL DE LIMPEZA E PRODUTOS  DE HIGIENIZACAO                                                               A06
2022339030230000000UNIFORMES TECIDOS E AVIAMENTOS                                                                                A06
2022339030240000000MATERIAL PARA  MANUTENCAO DE BENS IMOVEIS / INSTALAES                                                         A06
2022339030250000000MATERIAL PARA  MANUTENCAO DE BENS MOVEIS                                                                      A06
2022339030260000000MATERIAL ELETRICO E ELETRONICO                                                                                A06
2022339030270000000MATERIAL DE MANOBRA E PATRULHAMENTO                                                                           A06
2022339030280000000MATERIAL DE PROTECAO E SEGURANCA                                                                              A06
2022339030290000000MATERIAL PARA  AUDIO VIDEO E FOTO                                                                             A06
2022339030300000000MATERIAL PARA COMUNICACOES                                                                                    A06
2022339030310000000SEMENTES MUDAS DE PLANTAS E INSUMOS                                                                           A06
2022339030320000000SUPRIMENTO DE AVIACAO                                                                                         A06
2022339030330000000MATERIAL PARA  PRODUCAO INDUSTRIAL                                                                            A06
2022339030340000000SOBRESSAL MAQE MOTORES NAVIOS E EMBARCACOES                                                                   A06
2022339030350000000MATERIAL LABORATORIAL                                                                                         A06
2022339030360000000MATERIAL HOSPITALAR                                                                                           S06
2022339030360100000ORTESES PROTESES E MATERIAIS ESPECIAIS OPME                                                                   A07
2022339030369900000OUTROS MATERIAIS MEDICO HOSPITALAR                                                                            A07
2022339030370000000SOBRESSALENTES DE ARMAMENTO                                                                                   A06
2022339030380000000SUPRIMENTO DE PROTECAO AO VOO                                                                                 A06
2022339030390000000MATERIAL PARA  MANUTENCAO DE VEICULOS                                                                         A06
2022339030400000000MATERIAL BIOLOGICO                                                                                            A06
2022339030410000000MATERIAL PARA  UTILIZACAO EM GRAFICA                                                                          A06
2022339030420000000FERRAMENTAS                                                                                                   A06
2022339030430000000MATERIAL PARA  REABILITACAO PROFISSIONAL                                                                      A06
2022339030440000000MATERIAL DE SINALIZACAO VISUAL E OUTROS                                                                       A06
2022339030450000000MATERIAL TECNICO PARA  SELECAO E TREINAMENTO                                                                  A06
2022339030460000000MATERIAL BIBLIOGRAFICO                                                                                        A06
2022339030490000000BILHETES DE PASSAGEM                                                                                          A06
2022339030500000000BANDEIRAS FLAMULAS E INSIGNIAS                                                                                A06
2022339030510000000DISCOTECAS E FILMOTECAS NAO IMOBILIZAVEL                                                                      A06
2022339030540000000MATERIAL PARA MANUTENO E CONSERVAO DE ESTRADAS E VIAS                                                         A06
2022339030960000000MATERIAL DE CONSUMO - PAGAMENTO  ANTECIPADO                                                                   A06
2022339030990000000OUTROS MATERIAIS DE CONSUMO                                                                                   S06
2022339030990100000MATERIAL PARA MANUTENCAO DE MAQUINAS E EQUIPAMENTOS                                                           A07
2022339030990200000MATERIAIS PARA DOACAO                                                                                         A07
2022339030990300000MATERIAL PARA SUBSTITUICAO EM BENS DE TERCEIROS DANIFICADOS PELO MUNICIPIO                                    A07
2022339030990400000MATERIAL PERMANENTE EMPENHADO COMO MATERIAL DE CONSUMO                                                        A07
2022339030990500000MATERIAL DE DIVULGAO                                                                                          A07
2022339031000000000PREMIAES CULTURAIS ARTSTICAS CIENTFICAS DESPORTIVAS E OUTRAS                                                  S05
2022339031010000000PREMIACOES CULTURAIS                                                                                          A06
2022339031020000000PREMIACOES ARTISTICAS                                                                                         A06
2022339031030000000PREMIACOES CIENTIFICAS                                                                                        A06
2022339031040000000PREMIACOES DESPORTIVAS                                                                                        A06
2022339031050000000ORDENS HONORIFICAS                                                                                            A06
2022339031990000000OUTRAS PREMIACOES                                                                                             A06
2022339032000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2022339032020000000MEDICAMENTOS PARA USO DOMICILIAR                                                                              A06
2022339032030000000MATERIAL DESTINADO A ASSISTENCIA SOCIAL                                                                       S06
2022339032030100000AUXLIO-FUNERAL                                                                                                A07
2022339032030200000CESTA BSICA                                                                                                   A07
2022339032030300000MATERIAL DE SERVIOS DE OBRAS REFORMAS E CONSTRUES                                                             A07
2022339032030400000PASSAGENS ESTADIAS E ALIMENTAO EM VIAGENS                                                                     A07
2022339032039900000OUTROS SERVIOS E MATERIAIS DE ASSISTNCIA SOCIAL                                                               A07
2022339032040000000MATERIAL EDUCACIONAL E CULTURAL                                                                               A06
2022339032050000000MERCADORIAS PARA DOACAO                                                                                       A06
2022339032070000000MATERIAL PARA CERIMONIAL                                                                                      A06
2022339032080000000MATERIAL PARA REABILITACAO PROFISSIONAL                                                                       A06
2022339032090000000MATERIAL PARA DIVULGACAO                                                                                      A06
2022339032960000000MATERIAL DE DISTRIBUICAO GRATUITA - PAGAMENTO ANTECIPADO                                                      A06
2022339032990000000OUTROS MATERIAIS DE DISTRIBUICAO GRATUITA                                                                     S06
2022339032990100000SERVICOS DISTRIBUIDOS GRATUITAMENTE                                                                           A07
2022339032990200000CONSULTAS EXAMES E PROCEDIMENTOS DE SAUDE PAGOS POR RESSARCIMENTO                                             A07
2022339032990300000MEDICAMENTOS DISTRIBUIDOS GRATUITAMENTE                                                                       A07
2022339032990400000MATERIAL HOSPITALAR DISTRIBUIDOS GRATUITAMENTE                                                                A07
2022339033000000000PASSAGENS E DESPESAS COM LOCOMOO                                                                              S05
2022339033010000000PASSAGENS PARA O PAIS                                                                                         A06
2022339033020000000PASSAGENS PARA O EXTERIOR                                                                                     A06
2022339033030000000LOCACAO DE MEIOS DE TRANSPORTE                                                                                A06
2022339033050000000LOCOMOCAO URBANA                                                                                              A06
2022339033080000000PEDAGIOS                                                                                                      A06
2022339033960000000PASSAGENS E DESPESAS COM LOCOMOCAO-PAGAMENTO ANTECIPADO                                                       A06
2022339033990000000OUTRAS DESPESAS COM LOCOMOCAO                                                                                 A06
2022339034000000000OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATOS DE TERCEIRIZAO                                            S05
2022339034010000000SUBSTITUIO DE MO DE OBRA  ART 18 1 DA LRF                                                                     A06
2022339035000000000SERVIOS DE CONSULTORIA                                                                                        S05
2022339035010000000ASSESSORIA E CONSULTORIA TECNICA OU JURIDICA                                                                  A06
2022339035020000000AUDITORIA EXTERNA                                                                                             A06
2022339035040000000CONSULTORIA EM TECNOLOGIA DA INFORMAO E COMUNICAO TIC                                                         A06
2022339035960000000SERVICOS DE CONSULTORIA - PAGTO ANTECIPADO                                                                    A06
2022339035990000000OUTROS SERVICOS DE CONSULTORIA                                                                                A06
2022339036000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    S05
2022339036010000000CONDOMINIOS                                                                                                   A06
2022339036020000000DIARIAS A COLABORADORES EVENTUAIS NO PAIS                                                                     A06
2022339036030000000DIARIAS A COLABORADORES EVENTUAIS NO EXTERIOR                                                                 A06
2022339036040000000COMISSOES E CORRETAGENS                                                                                       A06
2022339036050000000DIREITOS AUTORAIS                                                                                             A06
2022339036060000000SERVICOS TECNICOS PROFISSIONAIS                                                                               A06
2022339036070000000ESTAGIARIOS                                                                                                   A06
2022339036080000000RESIDNCIA MDICA                                                                                               A06
2022339036110000000PRO-LABORE A CONSULTORES EVENTUAIS                                                                            A06
2022339036130000000CONFERENCIAS E EXPOSICOES E ESPETCULOS                                                                        A06
2022339036140000000ARMAZENAGEM                                                                                                   A06
2022339036150000000LOCACAO DE IMOVEIS                                                                                            A06
2022339036160000000LOCACAO DE BENS MOVEIS E INTANGIVEIS                                                                          A06
2022339036180000000MANUTENCAO E CONSERVACAO  DE EQUIPAMENTOS                                                                     A06
2022339036200000000MANUTENCAO E CONSERVACAO  DE VEICULOS                                                                         A06
2022339036210000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                                                   A06
2022339036220000000MANUTENCAO E CONSERVACAO  DE BENS IMOVEIS                                                                     A06
2022339036230000000FORNECIMENTO DE ALIMENTACAO                                                                                   A06
2022339036250000000SERVICOS DE LIMPEZA E CONSERVACAO                                                                             A06
2022339036260000000SERVICOS DOMESTICOS                                                                                           A06
2022339036270000000SERVICOS DE COMUNICACAO EM GERAL                                                                              A06
2022339036280000000SERVICO DE SELECAO E TREINAMENTO                                                                              A06
2022339036290000000HONORARIOS ADVOCATICIOS - ONUS DA SUCUMBENCIA                                                                 A06
2022339036300000000SERVICOS MEDICOS E ODONTOLOGICOS                                                                              S06
2022339036300100000SERVICOS DE TERCEIROS - PF - PSF                                                                              A07
2022339036300200000SERVICOS MEDICO E ODONTOLOGICO - PF - PACS                                                                    A07
2022339036309900000SERVICOS MEDICO E ODONTOLOGICO - PF - OUTROS                                                                  A07
2022339036310000000SERVICOS DE REABILITACAO PROFISSIONAL                                                                         A06
2022339036320000000SERVICOS DE ASSISTENCIA SOCIAL                                                                                A06
2022339036340000000SERVICOS DE PERICIAS MEDICAS POR BENEFICIOS                                                                   A06
2022339036350000000SERVICOS  DE APOIO ADMINISTRATIVOS TECNICO E OPERACIONAL                                                      A06
2022339036360000000SERVICOS DE CONSERVACAO E REBENEFICIAMENTO  DE MERCADORIAS                                                    A06
2022339036370000000CONFECCAO DE MATERIAL DE ACONDICIONAMENTO  E EMBALAGEM                                                        A06
2022339036380000000CONFECCAO DE UNIFORMES BANDEIRAS E FLAMULAS                                                                   A06
2022339036390000000FRETES E TRANSPORTES DE ENCOMENDAS                                                                            A06
2022339036420000000JUROS                                                                                                         A06
2022339036450000000JETONS A CONSELHEIROS                                                                                         A06
2022339036460000000DIARIAS A CONSELHEIROS                                                                                        A06
2022339036480000000TRANSPORTE ESCOLAR                                                                                            A06
2022339036540000000MANUTENO E CONSERVACAO DE EQUIPAMENTOS DE TIC                                                                 A06
2022339036570000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2022339036590000000SERVICOS DE AUDIO VIDEO E FOTO                                                                                A06
2022339036960000000OUTROS SERVICOS DE TERCEIROS PESSOA FISICA - PAGAMENTO ANTECIPADO                                             A06
2022339036990000000OUTROS SERVICOS                                                                                               S06
2022339036990100000SERVICOS NOTARIAIS                                                                                            A07
2022339037000000000LOCAO DE MO-DE-OBRA                                                                                           S05
2022339037010000000APOIO ADMINISTRATIVO TECNICO E OPERACIONAL                                                                    A06
2022339037020000000LIMPEZA E CONSERVACAO                                                                                         A06
2022339037030000000VIGILANCIA OSTENSIVA                                                                                          A06
2022339037040000000MANUTENCAO E CONSERVACAO DE BENS IMOVEIS                                                                      A06
2022339037050000000SERVICOS DE COPA E COZINHA                                                                                    A06
2022339037060000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS                                                                       A06
2022339037960000000LOCACAO DE MAO-DE-OBRA - PAGAMENTO  ANTECIPADO                                                                A06
2022339037990000000OUTRAS LOCACOES DE MAO DE OBRA                                                                                A06
2022339038000000000ARRENDAMENTO MERCANTIL                                                                                        S05
2022339038010000000MAQUINAS E APARELHOS                                                                                          A06
2022339038030000000VEICULOS RODOVIARIOS                                                                                          A06
2022339038040000000OUTROS BENS MOVEIS                                                                                            A06
2022339038050000000BENS IMOVEIS                                                                                                  A06
2022339038990000000OUTROS ARRENDAMENTOS                                                                                          A06
2022339039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2022339039010000000ASSINATURAS DE PERIODICOS E ANUIDADES                                                                         A06
2022339039020000000CONDOMINIOS                                                                                                   A06
2022339039030000000COMISSOES CORRETAGENS E CUSTODIAS                                                                             A06
2022339039040000000DIREITOS AUTORAIS                                                                                             A06
2022339039050000000SERVICOS TECNICOS PROFISSIONAIS                                                                               A06
2022339039090000000ARMAZENAGEM                                                                                                   A06
2022339039100000000LOCACAO DE IMOVEIS                                                                                            A06
2022339039120000000LOCACAO DE MAQUINAS E EQUIPAMENTOS                                                                            A06
2022339039140000000LOCACAO BENS MOVEIS  OUTRAS NATUREZAS E INTANGIVEIS                                                           A06
2022339039150000000TRIBUTOS A CONTA DO LOCATARIO                                                                                 A06
2022339039160000000MANUTENCAO E CONSERVACAO  DE BENS IMOVEIS                                                                     A06
2022339039170000000MANUTENCAO  E CONSERVACAO DE MAQUINAS E EQUIPAMENTOS                                                          A06
2022339039190000000MANUTENCAO E CONSERVACAO DE VEICULOS                                                                          A06
2022339039200000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                                                   A06
2022339039210000000MANUTENCAO E CONSERVACAO  DE ESTRADAS E VIAS                                                                  A06
2022339039220000000EXPOSICOES CONGRESSOS E CONFERENCIAS                                                                          A06
2022339039230000000FESTIVIDADES E HOMENAGENS                                                                                     A06
2022339039250000000TAXA DE ADMINISTRAO                                                                                           A06
2022339039290000000HONORARIOS ADVOCATICIOS - ONUS DA SUCUMBENCIA                                                                 A06
2022339039320000000TRANSPORTE ESCOLAR                                                                                            A06
2022339039370000000JUROS                                                                                                         A06
2022339039410000000FORNECIMENTO DE ALIMENTACAO                                                                                   A06
2022339039430000000SERVICOS DE ENERGIA ELETRICA                                                                                  A06
2022339039440000000SERVICOS DE AGUA E ESGOTO                                                                                     A06
2022339039450000000SERVICOS DE GAS                                                                                               A06
2022339039460000000SERVICOS DOMESTICOS                                                                                           A06
2022339039470000000SERVICOS DE COMUNICACAO EM GERAL                                                                              A06
2022339039480000000SERVICO DE SELECAO E TREINAMENTO                                                                              A06
2022339039490000000PRODUCOES JORNALISTICAS                                                                                       A06
2022339039500000000SERVICOS MDICO-HOSPITALAR ODONTOLGICOS  E LABORATORIAIS                                                       S06
2022339039500100000SERVICOS PRESTADOS EM UNIDADES HOSPITALARES                                                                   A07
2022339039500200000SERVICOS PRESTADOS EM UNIDADES AMBULATORIAIS                                                                  A07
2022339039500300000SERVICOS PRESTADOS NA ATENCAO BASICA PSF                                                                      A07
2022339039509900000OUTROS SERVICOS MEDICO-HOSPITALAR ODONTOLOGICO E LABORATORIAL                                                 A07
2022339039510000000SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS                                                                  A06
2022339039520000000SERVICOS DE REABILITACAO PROFISSIONAL                                                                         A06
2022339039530000000SERVICOS DE ASSISTENCIA SOCIAL                                                                                A06
2022339039540000000SERVICOS DE CRECHES E ASSISTNCIA  PR-ESCOLAR                                                                  A06
2022339039560000000SERVICOS DE PERICIAS MEDICAS P/ BENEFICIOS                                                                    A06
2022339039580000000SERVICOS DE TELECOMUNICACOES                                                                                  S06
2022339039580100000TELEFONE                                                                                                      A07
2022339039580200000INTERNET                                                                                                      A07
2022339039590000000SERVICOS DE AUDIO VIDEO E FOTO                                                                                A06
2022339039610000000SERVICOS DE SOCORRO E SALVAMENTO                                                                              A06
2022339039630000000SERVICOS GRAFICOS E EDITORIAIS                                                                                A06
2022339039650000000SERVICOS DE APOIO AO ENSINO                                                                                   A06
2022339039660000000SERVICOS JUDICIARIOS                                                                                          A06
2022339039670000000SERVICOS FUNERARIOS                                                                                           A06
2022339039690000000SEGUROS EM GERAL                                                                                              A06
2022339039700000000CONFECCAO DE UNIFORMES BANDEIRAS E FLAMULAS                                                                   A06
2022339039710000000CONFECCAO DE MATERIAL DE ACONDICIONAMENTO  E EMBALAGEM                                                        A06
2022339039720000000VALE-TRANSPORTE                                                                                               A06
2022339039730000000TRANSPORTE DE SERVIDORES                                                                                      A06
2022339039740000000FRETES E TRANSPORTES  DE ENCOMENDAS                                                                           A06
2022339039770000000VIGILANCIA OSTENSIVA E MONITORADA                                                                             A06
2022339039780000000LIMPEZA E CONSERVACAO                                                                                         A06
2022339039790000000SERVICO  DE APOIO ADMINISTRATIVO TECNICO E OPERACIONAL                                                        A06
2022339039800000000HOSPEDAGENS                                                                                                   A06
2022339039810000000SERVICOS BANCARIOS                                                                                            A06
2022339039820000000SERVICOS DE CONTROLE AMBIENTAL                                                                                A06
2022339039830000000SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS                                                                 A06
2022339039900000000SERVICOS DE PUBLICIDADE LEGAL                                                                                 A06
2022339039920000000SERVICOS DE PUBLICIDADE INSTITUCIONAL                                                                         A06
2022339039930000000SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA                                                                  A06
2022339039960000000OUTROS SERVDE TERCEIROS PESSOA JURIDICA- PAGAMENTO ANTECIPADO                                                 A06
2022339039990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  S06
2022339039990100000SERVIOS DE ESTAGIARIOS                                                                                        A07
2022339039990200000ASSOCIACOES FEDERACOES E CONFEDERACOES                                                                        A07
2022339039990300000TRANSPORTE ESCOLAR                                                                                            A07
2022339039990400000MULTAS DE TRANSITO                                                                                            A07
2022339039990500000MANUTENCAO E CONSERVACAO  DA REDE DE ILUMINACAO PUBLICA                                                       A07
2022339039990600000MULTA CONTRATUAL                                                                                              A07
2022339039990700000TRANSPORTE DE CIDADAOS                                                                                        A07
