12292535000162010120253101202527022025CAMARA DE VEREADORES DE INDEPENDENCIA-RS                                        
2005300000000000000DESPESAS CORRENTES                                                                                            S01
2021339036260000000SERVICOS DOMESTICOS                                                                                           A06
2021339036270000000SERVICOS DE COMUNICACAO EM GERAL                                                                              A06
2021339036280000000SERVICO DE SELECAO E TREINAMENTO                                                                              A06
2021339036290000000HONORARIOS ADVOCATICIOS - ONUS DA SUCUMBENCIA                                                                 A06
2021339036300000000SERVICOS MEDICOS E ODONTOLOGICOS                                                                              S06
2021339036300100000SERVICOS DE TERCEIROS - PF - PSF                                                                              A07
2021339036300200000SERVICOS MEDICO E ODONTOLOGICO - PF - PACS                                                                    A07
2021339036309900000SERVICOS MEDICO E ODONTOLOGICO - PF - OUTROS                                                                  A07
2021339036310000000SERVICOS DE REABILITACAO PROFISSIONAL                                                                         A06
2021339036320000000SERVICOS DE ASSISTENCIA SOCIAL                                                                                A06
2021339036340000000SERVICOS DE PERICIAS MEDICAS POR BENEFICIOS                                                                   A06
2021339036350000000SERVICOS  DE APOIO ADMINISTRATIVOS TECNICO E OPERACIONAL                                                      A06
2021339036360000000SERVICOS DE CONSERVACAO E REBENEFICIAMENTO  DE MERCADORIAS                                                    A06
2021339036370000000CONFECCAO DE MATERIAL DE ACONDICIONAMENTO  E EMBALAGEM                                                        A06
2021339036380000000CONFECCAO DE UNIFORMES BANDEIRAS E FLAMULAS                                                                   A06
2021339036390000000FRETES E TRANSPORTES DE ENCOMENDAS                                                                            A06
2021339036420000000JUROS                                                                                                         A06
2021339036450000000JETONS A CONSELHEIROS                                                                                         A06
2021339036460000000DIARIAS A CONSELHEIROS                                                                                        A06
2021339036540000000MANUTENO E CONSERVACAO DE EQUIPAMENTOS DE TIC                                                                 A06
2021339036570000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2021339036590000000SERVICOS DE AUDIO VIDEO E FOTO                                                                                A06
2021339036960000000OUTROS SERVICOS DE TERCEIROS PESSOA FISICA - PAGAMENTO ANTECIPADO                                             A06
2021339036990000000OUTROS SERVICOS                                                                                               S06
2021339036990100000SERVICOS NOTARIAIS                                                                                            A07
2021339037000000000LOCAO DE MO-DE-OBRA                                                                                           S05
2021339037010000000APOIO ADMINISTRATIVO TECNICO E OPERACIONAL                                                                    A06
2021339037020000000LIMPEZA E CONSERVACAO                                                                                         A06
2021339037030000000VIGILANCIA OSTENSIVA                                                                                          A06
2021339037040000000MANUTENCAO E CONSERVACAO DE BENS IMOVEIS                                                                      A06
2021339037050000000SERVICOS DE COPA E COZINHA                                                                                    A06
2021339037060000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS                                                                       A06
2021339037960000000LOCACAO DE MAO-DE-OBRA - PAGAMENTO  ANTECIPADO                                                                A06
2021339037990000000OUTRAS LOCACOES DE MAO DE OBRA                                                                                A06
2021339038000000000ARRENDAMENTO MERCANTIL                                                                                        S05
2021339038010000000MAQUINAS E APARELHOS                                                                                          A06
2021339038030000000VEICULOS RODOVIARIOS                                                                                          A06
2021339038040000000OUTROS BENS MOVEIS                                                                                            A06
2021339038050000000BENS IMOVEIS                                                                                                  A06
2021339038990000000OUTROS ARRENDAMENTOS                                                                                          A06
2021339039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2021339039010000000ASSINATURAS DE PERIODICOS E ANUIDADES                                                                         A06
2021339039020000000CONDOMINIOS                                                                                                   A06
2021339039030000000COMISSOES CORRETAGENS E CUSTODIAS                                                                             A06
2021339039040000000DIREITOS AUTORAIS                                                                                             A06
2021339039050000000SERVICOS TECNICOS PROFISSIONAIS                                                                               A06
2021339039090000000ARMAZENAGEM                                                                                                   A06
2021339039100000000LOCACAO DE IMOVEIS                                                                                            A06
2021339039120000000LOCACAO DE MAQUINAS E EQUIPAMENTOS                                                                            A06
2021339039140000000LOCACAO BENS MOVEIS  OUTRAS NATUREZAS E INTANGIVEIS                                                           A06
2021339039150000000TRIBUTOS A CONTA DO LOCATARIO                                                                                 A06
2021339039160000000MANUTENCAO E CONSERVACAO  DE BENS IMOVEIS                                                                     A06
2021339039170000000MANUTENCAO  E CONSERVACAO DE MAQUINAS E EQUIPAMENTOS                                                          A06
2021339039190000000MANUTENCAO E CONSERVACAO DE VEICULOS                                                                          A06
2021339039200000000MANUTENCAO E CONSERVACAO DE BENS MOVEIS DE OUTRAS NATUREZAS                                                   A06
2021339039210000000MANUTENCAO E CONSERVACAO  DE ESTRADAS E VIAS                                                                  A06
2021339039220000000EXPOSICOES CONGRESSOS E CONFERENCIAS                                                                          A06
2021339039230000000FESTIVIDADES E HOMENAGENS                                                                                     A06
2021339039250000000TAXA DE ADMINISTRAO                                                                                           A06
2021339039290000000HONORARIOS ADVOCATICIOS - ONUS DA SUCUMBENCIA                                                                 A06
2021339039370000000JUROS                                                                                                         A06
2021339039410000000FORNECIMENTO DE ALIMENTACAO                                                                                   A06
2021339039430000000SERVICOS DE ENERGIA ELETRICA                                                                                  A06
2021339039440000000SERVICOS DE AGUA E ESGOTO                                                                                     A06
2021339039450000000SERVICOS DE GAS                                                                                               A06
2021339039460000000SERVICOS DOMESTICOS                                                                                           A06
2021339039470000000SERVICOS DE COMUNICACAO EM GERAL                                                                              A06
2021339039480000000SERVICO DE SELECAO E TREINAMENTO                                                                              A06
2021339039490000000PRODUCOES JORNALISTICAS                                                                                       A06
2021339039500000000SERVICOS MDICO-HOSPITALAR ODONTOLGICOS  E LABORATORIAIS                                                       S06
2021339039500100000SERVICOS PRESTADOS EM UNIDADES HOSPITALARES                                                                   A07
2021339039500200000SERVICOS PRESTADOS EM UNIDADES AMBULATORIAIS                                                                  A07
2021339039500300000SERVICOS PRESTADOS NA ATENCAO BASICA PSF                                                                      A07
2021339039509900000OUTROS SERVICOS MEDICO-HOSPITALAR ODONTOLOGICO E LABORATORIAL                                                 A07
2021339039510000000SERVICOS DE ANALISES E PESQUISAS CIENTIFICAS                                                                  A06
2021339039520000000SERVICOS DE REABILITACAO PROFISSIONAL                                                                         A06
2021339039530000000SERVICOS DE ASSISTENCIA SOCIAL                                                                                A06
2021339039540000000SERVICOS DE CRECHES E ASSISTNCIA  PR-ESCOLAR                                                                  A06
2021339039560000000SERVICOS DE PERICIAS MEDICAS P/ BENEFICIOS                                                                    A06
2021339039580000000SERVICOS DE TELECOMUNICACOES                                                                                  S06
2021339039580100000TELEFONE                                                                                                      A07
2021339039580200000INTERNET                                                                                                      A07
2021339039590000000SERVICOS DE AUDIO VIDEO E FOTO                                                                                A06
2021339039610000000SERVICOS DE SOCORRO E SALVAMENTO                                                                              A06
2021339039630000000SERVICOS GRAFICOS E EDITORIAIS                                                                                A06
2021339039650000000SERVICOS DE APOIO AO ENSINO                                                                                   A06
2021339039660000000SERVICOS JUDICIARIOS                                                                                          A06
2021339039670000000SERVICOS FUNERARIOS                                                                                           A06
2021339039690000000SEGUROS EM GERAL                                                                                              A06
2021339039700000000CONFECCAO DE UNIFORMES BANDEIRAS E FLAMULAS                                                                   A06
2021339039710000000CONFECCAO DE MATERIAL DE ACONDICIONAMENTO  E EMBALAGEM                                                        A06
2021339039720000000VALE-TRANSPORTE                                                                                               A06
2021339039730000000TRANSPORTE DE SERVIDORES                                                                                      A06
2021339039740000000FRETES E TRANSPORTES  DE ENCOMENDAS                                                                           A06
2021339039770000000VIGILANCIA OSTENSIVA E MONITORADA                                                                             A06
2021339039780000000LIMPEZA E CONSERVACAO                                                                                         A06
2021339039790000000SERVICO  DE APOIO ADMINISTRATIVO TECNICO E OPERACIONAL                                                        A06
2021339039800000000HOSPEDAGENS                                                                                                   A06
2021339039810000000SERVICOS BANCARIOS                                                                                            A06
2021339039820000000SERVICOS DE CONTROLE AMBIENTAL                                                                                A06
2021339039830000000SERVICOS DE COPIAS E REPRODUCAO DE DOCUMENTOS                                                                 A06
2021339039900000000SERVICOS DE PUBLICIDADE LEGAL                                                                                 A06
2021339039920000000SERVICOS DE PUBLICIDADE INSTITUCIONAL                                                                         A06
2021339039930000000SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA                                                                  A06
2021339039960000000OUTROS SERVDE TERCEIROS PESSOA JURIDICA- PAGAMENTO ANTECIPADO                                                 A06
2021339039990000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA                                                                  S06
2021339039990100000SERVIOS DE ESTAGIARIOS                                                                                        A07
2021339039990200000ASSOCIACOES FEDERACOES E CONFEDERACOES                                                                        A07
2021339039990300000TRANSPORTE ESCOLAR                                                                                            A07
2021339039990400000MULTAS DE TRANSITO                                                                                            A07
2021339039990500000MANUTENCAO E CONSERVACAO  DA REDE DE ILUMINACAO PUBLICA                                                       A07
2021339039990600000MULTA CONTRATUAL                                                                                              A07
2021339039990700000TRANSPORTE DE CIDADAOS                                                                                        A07
2021339039990800000INSCRICOES EM EVENTOS ESPORTIVOS                                                                              A07
2021339039990900000CURSOS E TREINAMENTO PARA CIDADAOS                                                                            A07
2021339039991000000PALESTRAS E ASSEMELHADOS                                                                                      A07
2021339040000000000SERVIOS DE TECNOLOGIA DA INFORMAO E COMUNICAO - PJ                                                            S05
2021339040010000000LOCACAO DE EQUIPAMENTOS DE TIC - ATIVOS DE REDE                                                               A06
2021339040020000000LOCACAO DE EQUIPAMENTOS DE TIC - COMPUTADORES                                                                 A06
2021339040030000000LOCACAO DE EQUIPAMENTOS DE TIC - SERVIDORES/STORAGE                                                           A06
2021339040040000000LOCACAO DE EQUIPAMENTOS DE TIC - IMPRESSORAS                                                                  A06
2021339040050000000LOCACAO DE EQUIPAMENTOS DE TIC - TELEFONIA                                                                    A06
2021339040060000000LOCAO DE SOFTWARE                                                                                             A06
2021339040070000000MANUTENO CORRETIVA/ADAPTATIVA E SUSTENTAO SOFTWARES                                                           A06
2021339040090000000HOSPEDAGEM DE SISTEMAS                                                                                        A06
2021339040100000000SUPORTE A USURIOS DE TIC                                                                                      A06
2021339040110000000SUPORTE DE INFRAESTRUTURA DE TIC                                                                              A06
2021339040120000000MANUTENCAO E CONSERVACAO DE EQUIPAMENTOS DE TIC                                                               A06
2021339040130000000COMUNICAO DE DADOS                                                                                            A06
2021339040140000000TELEFONIA FIXA E MVEL - PACOTE DE COMUNICAO DE DADOS                                                          A06
2021339040150000000DIGITALIZACAO/INDEXACAO DE DOCUMENTOS                                                                         A06
2021339040160000000OUTSOURCING DE IMPRESSAO                                                                                      A06
2021339040170000000COMPUTAO EM NUVEM - INFRAESTRUTURA COMO SERVIO IAAS                                                           A06
2021339040180000000COMPUTAO EM NUVEM - PLATAFORMA COMO SERVIO PAAS                                                               A06
2021339040190000000COMPUTAO EM NUVEM - SOFTWARE COMO SERVIO SAAS                                                                 A06
2021339040200000000TREINAMENTO/CAPACITAO EM TIC                                                                                  A06
2021339040210000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2021339040220000000INSTALAO DE EQUIPAMENTOS DE TIC                                                                               A06
2021339040230000000EMISSO DE CERTIFICADOS DIGITAIS                                                                               A06
2021339040960000000SERVIOS DE TIC - PAGAMENTO ANTECIPADO                                                                         A06
2021339040990000000OUTROS SERVIOS DE TIC                                                                                         S06
2021339040990100000INSTALAO/IMPLANTAO DE SISTEMAS INFORMATIZADOS                                                                 A07
2021339041000000000CONTRIBUIES                                                                                                   S05
2021339041000100000CONTRIBUICOES AS FORCAS AUXILIARES                                                                            A07
2021339045000000000SUBVENES ECONMICAS                                                                                            S05
2021339045990000000OUTRAS SUBVENES ECONMICAS                                                                                     A06
2021339046000000000AUXLIO-ALIMENTAO                                                                                              S05
2021339046010000000INDENIZACAO AUXILIO-ALIMENTACAO                                                                               A06
2021339047000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS                                                                           S05
2021339047020000000IMPOSTO SOBRE PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU                                                 A06
2021339047030000000IMPOSTO DE RENDA                                                                                              A06
2021339047080000000IMPOSTO SOBRE SERVIOS DE QUALQUER NATUREZA - ISSQN                                                            A06
2021339047100000000TAXAS                                                                                                         A06
2021339047120000000CONTRIBUICAO PARA  O PIS/PASEP                                                                                A06
2021339047140000000CPMF                                                                                                          A06
2021339047150000000MULTAS                                                                                                        A06
2021339047160000000JUROS                                                                                                         A06
2021339047180000000CONTRIBUICOES  PREVIDENCIARIAS-SERVICOS DE TERCEIROS                                                          A06
2021339047200000000OBRIGACOES PATRONAIS SOBRE SERVICOS DE  PESSOA JURIDICA                                                       A06
2021339047220000000CONTRIBUICAO PARA O  CUSTEIO DE ILUMINACAO PUBLICA                                                            A06
2021339047960000000OBRIGACOES TRIBUTARIAS - PAGAMENTO ANTECIPADO                                                                 A06
2021339047990000000OUTRAS OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                 A06
2021339048000000000OUTROS AUXLIOS FINANCEIROS A PESSOAS FSICAS                                                                   S05
2021339048010000000AUXILIO A PESSOAS FISICAS                                                                                     S06
2021339048010100000DIVERSOS AUXILIOS A PESSOAS FISICAS                                                                           A07
2021339048010200000AUXILIO PARA INCENTIVO A TRANSFERENCIA DE VEICULOS                                                            A07
2021339048010300000AUXILIO PARA PROGRAMAS HABITACIONAIS                                                                          A07
2021339048010400000AUXILIO PROGRAMA MAIS MEDICOS LEI 2482/14                                                                     A07
2021339049000000000AUXLIO-TRANSPORTE                                                                                             S05
2021339049010000000INDENIZACAO AUXILIO-TRANSPORTE                                                                                A06
2021339059000000000PENSES ESPECIAIS                                                                                              A05
2021339062000000000AQUISIO DE PRODUTOS PARA REVENDA                                                                              A05
2021339067000000000DEPSITOS COMPULSRIOS                                                                                          S05
2021339067010000000DEPOSITOS E CAUCOES                                                                                           A06
2021339067020000000DEPOSITOS JUDICIAIS                                                                                           A06
2021339067030000000DEPOSITOS PARA RECURSOS                                                                                       A06
2021339067990000000OUTROS DEPOSITOS COMPULSORIOS                                                                                 A06
2021339091000000000SENTENAS JUDICIAIS                                                                                            S05
2021339091010000000SENTENCAS JUDICIAIS TRANSITADAS EM JULGADO                                                                    A06
2021339091020000000PRECATORIOS INCLUIDOS NA LEI DO ORCAMENTO                                                                     A06
2021339091030000000DECISOES JUDICIAIS                                                                                            A06
2021339091990000000DIVERSAS SENTENCAS                                                                                            A06
2021339092000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2021339092140000000DIARIAS - PESSOAL CIVIL                                                                                       A06
2021339092180000000AUXILIO FINANCEIRO A ESTUDANTES                                                                               A06
2021339092310000000PREMIACOES CULTURAIS CIENTIFICAS  ARTISTICAS DESPORTIVAS E OUTRAS                                             A06
2021339092320000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               A06
2021339092330000000PASSAGENS E DESPESAS COM LOCOMOCAO                                                                            A06
2021339092360000000SERVICOS DE TERCEIROS - PESSOA FISICA                                                                         A06
2021339092370000000LOCACAO DE MAO-DE-OBRA                                                                                        A06
2021339092380000000ARRENDAMENTO MERCANTIL                                                                                        A06
2021339092390000000SERVICOS DE TERCEIROS - PESSOA JURIDICA                                                                       A06
2021339092460000000AUXILIO-ALIMENTACAO                                                                                           A06
2021339092470000000OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                                        A06
2021339092490000000AUXILIO-TRANPORTE                                                                                             A06
2021339092850000000SERVICOS DE PUBLICIDADE LEGAL                                                                                 A06
2021339092880000000SERVICOS DE PUBLICIDADE INSTITUCIONAL                                                                         A06
2021339092890000000SERVICOS DE PUBLICIDADE DE UTILIDADE PUBLICA                                                                  A06
2021339092910000000SENTENCAS JUDICIAIS                                                                                           A06
2021339092920000000MATERIAL DE CONSUMO                                                                                           A06
2021339092930000000INDENIZACOES E RESTITUICOES                                                                                   A06
2021339092990000000OUTRAS DESPESAS CORRENTES                                                                                     A06
2021339093000000000INDENIZAES E RESTITUIES                                                                                       S05
2021339093010000000INDENIZACOES                                                                                                  S06
2021339093010100000INDENIZACAO IMOBILIARIA                                                                                       A07
2021339093010200000INDENIZACAO POR DANOS MATERIAIS A TERCEIROS                                                                   A07
2021339093010300000INDENIZACAO PELA UTILIZAO DE VECULOS DE SERVIDORES                                                            A07
2021339093020000000RESTITUICOES                                                                                                  S06
2021339093020100000RESTITUICOES DE DESPESAS  EVENTUAIS COM ALIMENTACAO                                                           A07
2021339093020200000RESTITUICOES DE IMPOSTOS TAXAS E CONTRIBUICOES DE MELHORIA                                                    A07
2021339093020300000RESTITUICOES DO INSS AOS AGENTES POLITICOS                                                                    A07
2021339093030000000AJUDA DE CUSTO - PESSOAL CIVIL                                                                                A06
2021339093050000000INDENIZACAO DE TRANSPORTE - PESSOAL CIVIL                                                                     A06
2021339093070000000INDENIZACAO DE MORADIA - PESSOAL CIVIL                                                                        A06
2021339093080000000RESSARCIMENTO ASSISTNCIA MDICA/ODONTOLGICA                                                                    A06
2021339093990000000DIVERSAS INDENIZACOES E RESTITUICOES                                                                          A06
2021339093990100000RESTITUICAO DE COPIAS E IMPRESSAO DE DOCUMENTOS                                                               A07
2021339093990200000INDENIZACAO POR HIDROMETRO DANIFICADO                                                                         A07
2021339093990300000DESPESAS COM CURSOS TREINAMENTOS E SIMILARES                                                                  A07
2021339093990400000RESTITUICAO DE RECURSOS DE CONVENIOS                                                                          A07
2021339095000000000INDENIZAO PELA EXECUO DE TRABALHOS DE CAMPO                                                                   S05
2021339095010000000INDENIZACOES A SERVIDORES PELA EXECUCAO DE  TRABALHO DE  CAMPO                                                A06
2021339100000000000APLICAO DIRETA DECORRENTE DE OPERAO ENTRE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS                   S04
2021339130000000000MATERIAL DE CONSUMO - OPERAES INTRA-ORAMENTARIAS                                                              A05
2021339139000000000OUTROS SERVICOS DE TERCEIROS-PESSOA JURDICA - OPERAES INTRA-ORAMENTARIAS                                      S05
2021339139020000000CONDOMINIOS                                                                                                   A06
2021339139100000000LOCAO DE IMOVEIS                                                                                              A06
2021339139440000000SERVIO DE AGUA E ESGOTO                                                                                       A06
2021339139470000000SERVIO DE COMUNICAO EM GERAL                                                                                  A06
2021339139500000000SERVIOS MEDICO-HOSPITALAR ODONTOLOGICO E LABORATORIAIS                                                        A06
2021339139990000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURIDICA                                                                 A06
2021339147000000000OBRIGAES TRIBUTRIAS E CONTRIBUTIVAS  OPERAES INTRA-ORAMENTRIAS                                                S05
2021339147900000000IMPOSTO SOBRE PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU                                                 A06
2021339192000000000DESPESAS DE EXERCCIOS ANTERIORES                                                                              S05
2021339192390000000SERVIOS DE TERCEIROS - PESSOA JURIDICA                                                                        A06
2021339192470000000OBRIGAES TRIBUTARIAS E CONTRIBUTIVAS                                                                          A06
2021339192930000000INDENIZAES E RESTITUIES                                                                                       A06
2021339193000000000INDENIZAES E RESTITUIES                                                                                       S05
2021339193010000000INDENIZAES                                                                                                    A06
2021339193020000000RESTITUIES                                                                                                    A06
2021339197000000000APORTE PARA COBERTURA DO DFICIT ATUARIAL DO RPPS                                                              A05
2021339300000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2021339330000000000MATERIAL DE CONSUMO                                                                                           A05
2021339330090000000MATERIAL FARMACOLOGICO                                                                                        A06
2021339332000000000MATERIAL BEM OU SERVIO PARA DISTRIBUIO GRATUITA                                                               S05
2021339332010000000MATERIAL FARMACOLOGICO                                                                                        A06
2021339332020000000MATERIAL HOSPITALAR                                                                                           A06
2021339332030000000MATERIAL ODONTOLOGICO                                                                                         A06
2021339339000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2021339400000000000APLICAO DIRETA DECORRENTE DE OPERAO DE RGOS FUNDOS E ENTIDADES INTEGRANTES DOS ORAMENTOS FIS                  S04
2021339430000000000MATERIAL DE CONSUMO                                                                                           A05
2021339439000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  A05
2021339500000000000APLICACAO DIRETA  1 E 2 ART 24 LC 141/2012                                                                    S04
2021339593000000000INDENIZACOES E RESTITUICOES                                                                                   S05
2021339593080000000RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA                                                                 A06
2021400000000000000DESPESAS DE CAPITAL                                                                                           S01
2021440000000000000INVESTIMENTOS                                                                                                 S02
2021442000000000000TRANSFERNCIAS  UNIO                                                                                           S03
2021442042000000000AUXLIOS                                                                                                       A05
2021442093000000000INDENIZAES E RESTITUIES                                                                                       S05
2021442093000100000RESTITUICAO DE CONVENIOS E TRANSFERENCIAS  RECEBIDAS UNIAO                                                    A07
2021442200000000000EXECUO ORAMENTRIA DELEGADA  UNIO                                                                              S04
2021442251000000000OBRAS E INSTALAES                                                                                             A05
2021442252000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2021443000000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL                                                                 S03
2021443041000000000CONTRIBUIES                                                                                                   S05
2021443041390000000RIO GRANDE DO SUL                                                                                             A06
2021443042000000000AUXLIOS                                                                                                       S05
2021443042390000000RIO GRANDE DO SUL                                                                                             A06
2021443093000000000INDENIZAES E RESTITUIES                                                                                       S05
2021443093000100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DO  ESTADO                                               A07
2021443100000000000TRANSFERNCIAS A ESTADOS E AO DISTRITO FEDERAL - FUNDO A FUNDO                                                 S04
2021443142000000000AUXLIOS                                                                                                       A05
2021443200000000000EXECUO ORAMENTRIA DELEGADA A ESTADOS E AO DISTRITO FEDERAL                                                    S04
2021443251000000000OBRAS E INSTALAES                                                                                             A05
2021443252000000000EQUIPAMENTOS E MATERIAL PERMANENTE                                                                            A05
2021444000000000000TRANSFERNCIAS A MUNICPIOS                                                                                     S03
2021444041000000000CONTRIBUIES                                                                                                   S05
2021444041390000000A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL                                                                   A06
2021444042000000000AUXLIOS                                                                                                       S05
2021444042390000000A MUNICIPIOS DO ESTADO DO RIO GRANDE DO SUL                                                                   A06
2021444093000000000INDENIZAES E RESTITUIES                                                                                       S05
2021444093000100000RESTITUICOES DE CONVENIOS E TRANSFERENCIAS RECEBIDAS DOS MUNICIPIOS                                           A07
2021444200000000000EXECUO ORAMENTRIA DELEGADA A MUNICPIOS                                                                        S04
2021444251000000000OBRAS E INSTALAES                                                                                             A05
2021445000000000000TRANSFERNCIAS A INSTITUIES PRIVADAS SEM FINS LUCRATIVOS                                                       S03
2021445039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2021445039010000000INSTITUICOES DE CARATER ASSISTENCIAL CULTURAL  E EDUCACIONAL                                                  A06
2021445039020000000INSTITUICOES DE CARATER INDUSTRIAL                                                                            A06
2021445041000000000CONTRIBUIES                                                                                                   S05
2021445041010000000INSTITUICOES DE CARATER ASSISTENCIAL CULTURAL OU EDUCACIONAL                                                  A06
2021445041020000000INSTITUICOES DE CARATER COMERCIAL OU FINANCEIRO                                                               A06
2021445041080000000ENTIDADES REPRESENTATIVAS DE CLASSE                                                                           A06
2021445041990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2021445042000000000AUXLIOS                                                                                                       S05
2021445042010000000INSTITUICOES DE CARATER ASSISTENCIAL OU CULTURAL                                                              A06
2021445042020000000INSTITUICOES DE PESQUISA E DESENVOLVIMENTO TECNOLOGICO                                                        A06
2021445042990000000OUTRAS INSTITUICOES PRIVADAS                                                                                  A06
2021447000000000000TRANSFERNCIAS A INSTITUIES MULTIGOVERNAMENTAIS                                                                S03
2021447041000000000CONTRIBUIES                                                                                                   S05
2021447041990000000OUTRAS CONTRIBUICOES                                                                                          A06
2021447042000000000AUXLIOS                                                                                                       S05
2021447042990000000OUTROS AUXILIOS                                                                                               A06
2021447100000000000TRANSFERNCIAS A CONSRCIOS PBLICOS MEDIANTE CONTRATO DE RATEIO                                                 S04
2021447170000000000RATEIO PELA PARTICIPAO EM CONSRCIO PBLICO                                                                     A05
2021447170010000000COFRON                                                                                                        A06
2021447170020000000CISMISSOES                                                                                                    A06
2021447170030000000CIGRES                                                                                                        A06
2021447200000000000EXECUO ORAMENTRIA DELEGADA A CONSRCIOS PBLICOS                                                                S04
2021447251000000000OBRAS E INSTALAES                                                                                             A05
2021449000000000000APLICAES DIRETAS                                                                                              S03
2021449014000000000DIRIAS -  CIVIL                                                                                               S05
2021449014140000000DIARIAS NO PAIS                                                                                               A06
2021449014160000000DIARIAS NO EXTERIOR                                                                                           A06
2021449014990000000OUTRAS DIARIAS                                                                                                A06
2021449018000000000AUXLIO FINANCEIRO A ESTUDANTES                                                                                A05
2021449030000000000MATERIAL DE CONSUMO                                                                                           S05
2021449030160000000MATERIAL DE EXPEDIENTE                                                                                        A06
2021449030170000000MATERIAL DE TIC CONSUMO                                                                                       A06
2021449030240000000MATERIAL DE CONSTRUO                                                                                          A06
2021449030250000000MATERIAL PARA  MANUTENCAO DE BENS MOVEIS                                                                      A06
2021449030290000000MATERIAL PARA  AUDIO VIDEO E FOTO                                                                             A06
2021449030390000000MATERIAL PARA  MANUTENCAO DE VEICULOS                                                                         A06
2021449030990000000OUTROS MATERIAIS DE CONSUMO                                                                                   A06
2021449035000000000SERVIOS DE CONSULTORIA                                                                                        S05
2021449035040000000CONSULTORIA EM TECNOLOGIA DA INFORMAO E COMUNICAO TIC                                                         A06
2021449035990000000OUTROS SERVICOS DE CONSULTORIA                                                                                A06
2021449036000000000OUTROS SERVIOS DE TERCEIROS - PESSOA FSICA                                                                    S05
2021449036450000000DESENVOLVIMENTO DE SOFTWARE                                                                                   A06
2021449036460000000AQUISIO DE SOFTWARE                                                                                           A06
2021449036540000000MELHORIA MANUTENCAO E SUPORTE DE EQUIPAMENTOS DE TIC                                                          A06
2021449036570000000SERVIOS TCNICOS PROFISSIONAIS DE TIC                                                                          A06
2021449036990000000OUTROS SERVICOS DE TERCEIROS - PESSOA  FISICA                                                                 A06
2021449037000000000LOCAO DE MO-DE-OBRA                                                                                           S05
2021449037990000000OUTRAS LOCACOES DE MAO-DE-OBRA                                                                                A06
2021449039000000000OUTROS SERVIOS DE TERCEIROS - PESSOA JURDICA                                                                  S05
2021449039990000000OUTROS SERVICOS                                                                                               A06
2021449040000000000SERVIOS DE TECNOLOGIA DA INFORMAO E COMUNICAO - PJ                                                            S05
2021449040010000000DESENVOLVIMENTO DE SOFTWARE                                                                                   A06
